id,question,answer,explanation,explanation_summary,explanation_correct,explanation_opposite,explanation_point,category,tags,source,note
ichi-1007,個人差は遺伝子のみで決まるものであり、環境的要因は無関係である。,×,ストレス反応の個人差は①認知的評価（脅威かどうかの判断）②コーピングスキル③社会的支援の有無④個人的要因（性格・経験・価値観等）によって生じる。同じ職場でも反応は様々。,,,,,基礎・役割,第2章 / ストレスの基本概念と健康障害のしくみ,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1008,ストレス反応の個人差は年齢のみによって決まる。,×,ストレス反応の個人差は①認知的評価（脅威かどうかの判断）②コーピングスキル③社会的支援の有無④個人的要因（性格・経験・価値観等）によって生じる。同じ職場でも反応は様々。,,,,,基礎・役割,第2章 / ストレスの基本概念と健康障害のしくみ,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1009,睡眠障害はメンタルヘルス不調の結果としてのみ生じ、原因にはなりえない。,×,睡眠障害とメンタルヘルスは双方向の関係。うつ病・不安障害の症状として不眠が現れる一方、慢性的な睡眠不足はうつ病・不安障害のリスクを高める。睡眠管理はメンタルヘルスケアの基本。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1010,睡眠障害はうつ病等のメンタルヘルス不調の症状でもあり、睡眠不足がメンタルヘルス不調のリスクを高める双方向の関係がある。,○,睡眠障害とメンタルヘルスは双方向の関係。うつ病・不安障害の症状として不眠が現れる一方、慢性的な睡眠不足はうつ病・不安障害のリスクを高める。睡眠管理はメンタルヘルスケアの基本。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1011,十分な睡眠をとっていれば、どんなストレスも問題にはならない。,×,睡眠障害とメンタルヘルスは双方向の関係。うつ病・不安障害の症状として不眠が現れる一方、慢性的な睡眠不足はうつ病・不安障害のリスクを高める。睡眠管理はメンタルヘルスケアの基本。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1012,睡眠障害は身体疾患であり、精神科では治療しない。,×,睡眠障害とメンタルヘルスは双方向の関係。うつ病・不安障害の症状として不眠が現れる一方、慢性的な睡眠不足はうつ病・不安障害のリスクを高める。睡眠管理はメンタルヘルスケアの基本。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1013,うつ病に対する誤った偏見（スティグマ）として、「「うつ病は誰でもなりうる疾患である」」という記述は正しい。,○,スティグマ（偏見）の典型例：「怠け・甘え」「意志が弱い」「危険な人」等。「誰でもなりうる疾患」「治療で回復できる」は正しい認識。スティグマの解消が受診促進・早期対応につながる。,,,,,基礎・役割,第2章 / 心の健康問題への正しい向き合い方,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1014,うつ病に対する誤った偏見（スティグマ）として、「「うつ病は怠けや甘えである」」という記述は正しい。,×,スティグマ（偏見）の典型例：「怠け・甘え」「意志が弱い」「危険な人」等。「誰でもなりうる疾患」「治療で回復できる」は正しい認識。スティグマの解消が受診促進・早期対応につながる。,,,,,基礎・役割,第2章 / 心の健康問題への正しい向き合い方,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1015,うつ病に対する誤った偏見（スティグマ）として、「「うつ病は適切な治療で回復できる」」という記述は正しい。,○,スティグマ（偏見）の典型例：「怠け・甘え」「意志が弱い」「危険な人」等。「誰でもなりうる疾患」「治療で回復できる」は正しい認識。スティグマの解消が受診促進・早期対応につながる。,,,,,基礎・役割,第2章 / 心の健康問題への正しい向き合い方,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1016,うつ病に対する誤った偏見（スティグマ）として、「「うつ病の人に励ましの言葉をかけることは逆効果の場合がある」」という記述は正しい。,○,スティグマ（偏見）の典型例：「怠け・甘え」「意志が弱い」「危険な人」等。「誰でもなりうる疾患」「治療で回復できる」は正しい認識。スティグマの解消が受診促進・早期対応につながる。,,,,,基礎・役割,第2章 / 心の健康問題への正しい向き合い方,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1017,精神障害者保健福祉手帳は1〜3級に分類され、1級が最も障害が重い。,○,精神障害者保健福祉手帳は1〜3級（1級：最重度、2級：中程度、3級：軽度）。2年ごとに更新が必要。等級によらず就労支援の対象となりうる。判定は都道府県知事が行う。,,,,,基礎・役割,第2章 / 障害者に関する法律（差別解消・雇用促進）,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1018,精神障害者保健福祉手帳は1〜5級に分類される。,×,精神障害者保健福祉手帳は1〜3級（1級：最重度、2級：中程度、3級：軽度）。2年ごとに更新が必要。等級によらず就労支援の対象となりうる。判定は都道府県知事が行う。,,,,,基礎・役割,第2章 / 障害者に関する法律（差別解消・雇用促進）,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1019,等級が高いほど就労支援の対象から外れる。,×,精神障害者保健福祉手帳は1〜3級（1級：最重度、2級：中程度、3級：軽度）。2年ごとに更新が必要。等級によらず就労支援の対象となりうる。判定は都道府県知事が行う。,,,,,基礎・役割,第2章 / 障害者に関する法律（差別解消・雇用促進）,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1020,等級の判定は主治医ではなく事業主が行う。,×,精神障害者保健福祉手帳は1〜3級（1級：最重度、2級：中程度、3級：軽度）。2年ごとに更新が必要。等級によらず就労支援の対象となりうる。判定は都道府県知事が行う。,,,,,基礎・役割,第2章 / 障害者に関する法律（差別解消・雇用促進）,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-1021,職場の物理的環境（騒音・照明・温度・有害物質等）はメンタルヘルスとは無関係である。,×,物理的作業環境（騒音・振動・照明・温熱環境・有害化学物質等）もストレス要因。慢性的な曝露は集中力低下・疲労・睡眠障害・身体疾患につながる。作業環境管理はメンタルヘルス対策の一部。,,,,,職場環境・配慮,第3章 / ストレスを生む職場環境の要因,職場環境等の評価および改善の方法,
ichi-1022,騒音・過度な照明・不適切な温湿度・有害物質曝露等はストレス要因となり、身体的・精神的健康に影響を与える。,○,物理的作業環境（騒音・振動・照明・温熱環境・有害化学物質等）もストレス要因。慢性的な曝露は集中力低下・疲労・睡眠障害・身体疾患につながる。作業環境管理はメンタルヘルス対策の一部。,,,,,職場環境・配慮,第3章 / ストレスを生む職場環境の要因,職場環境等の評価および改善の方法,
ichi-1023,物理的環境の改善はコストがかかるため、メンタルヘルス対策には含めない。,×,物理的作業環境（騒音・振動・照明・温熱環境・有害化学物質等）もストレス要因。慢性的な曝露は集中力低下・疲労・睡眠障害・身体疾患につながる。作業環境管理はメンタルヘルス対策の一部。,,,,,職場環境・配慮,第3章 / ストレスを生む職場環境の要因,職場環境等の評価および改善の方法,
ichi-1024,物理的環境のストレス影響は短期間で消失し、慢性的な健康被害にはつながらない。,×,物理的作業環境（騒音・振動・照明・温熱環境・有害化学物質等）もストレス要因。慢性的な曝露は集中力低下・疲労・睡眠障害・身体疾患につながる。作業環境管理はメンタルヘルス対策の一部。,,,,,職場環境・配慮,第3章 / ストレスを生む職場環境の要因,職場環境等の評価および改善の方法,
ichi-1025,「職場環境等の把握と改善」における「定性的評価」の方法として、「ストレスチェックの数値データの集計」という記述は正しい。,×,定性的評価：職場巡視・ヒアリング・グループディスカッション・面談等で得る質的情報。定量的評価（数値）との組み合わせで職場の実態を多面的に把握する。,,,,,職場環境・配慮,第3章 / ストレスの評価方法,職場環境等の評価および改善の方法,
ichi-1026,「職場環境等の把握と改善」における「定性的評価」の方法として、「職場巡視・グループインタビュー・個別面談等による質的な情報収集」という記述は正しい。,○,定性的評価：職場巡視・ヒアリング・グループディスカッション・面談等で得る質的情報。定量的評価（数値）との組み合わせで職場の実態を多面的に把握する。,,,,,職場環境・配慮,第3章 / ストレスの評価方法,職場環境等の評価および改善の方法,
ichi-1027,「職場環境等の把握と改善」における「定性的評価」の方法として、「欠勤率・離職率の統計分析」という記述は正しい。,×,定性的評価：職場巡視・ヒアリング・グループディスカッション・面談等で得る質的情報。定量的評価（数値）との組み合わせで職場の実態を多面的に把握する。,,,,,職場環境・配慮,第3章 / ストレスの評価方法,職場環境等の評価および改善の方法,
ichi-1028,「職場環境等の把握と改善」における「定性的評価」の方法として、「生産性指標の数値化」という記述は正しい。,×,定性的評価：職場巡視・ヒアリング・グループディスカッション・面談等で得る質的情報。定量的評価（数値）との組み合わせで職場の実態を多面的に把握する。,,,,,職場環境・配慮,第3章 / ストレスの評価方法,職場環境等の評価および改善の方法,
ichi-1029,コミュニケーションの改善は生産性には無関係だが、職場の雰囲気をよくする効果がある。,×,コミュニケーション改善は社会的支援を高め、ストレス緩和・早期発見・相談しやすい文化づくりに貢献する。朝礼・1on1・チームミーティング等の日常的な取り組みが重要。,,,,,職場環境・配慮,第3章 / 管理監督者による職場環境改善の進め方,職場環境等の評価および改善の方法,
ichi-1030,良好なコミュニケーションは社会的支援を高め、ストレス緩和・早期発見・職場の一体感醸成につながる。,○,コミュニケーション改善は社会的支援を高め、ストレス緩和・早期発見・相談しやすい文化づくりに貢献する。朝礼・1on1・チームミーティング等の日常的な取り組みが重要。,,,,,職場環境・配慮,第3章 / 管理監督者による職場環境改善の進め方,職場環境等の評価および改善の方法,
ichi-1031,コミュニケーション改善は個人の努力であり、組織としての取り組みは不要である。,×,コミュニケーション改善は社会的支援を高め、ストレス緩和・早期発見・相談しやすい文化づくりに貢献する。朝礼・1on1・チームミーティング等の日常的な取り組みが重要。,,,,,職場環境・配慮,第3章 / 管理監督者による職場環境改善の進め方,職場環境等の評価および改善の方法,
ichi-1032,コミュニケーション改善の効果は短期的なものにとどまり、長期的な健康には影響しない。,×,コミュニケーション改善は社会的支援を高め、ストレス緩和・早期発見・相談しやすい文化づくりに貢献する。朝礼・1on1・チームミーティング等の日常的な取り組みが重要。,,,,,職場環境・配慮,第3章 / 管理監督者による職場環境改善の進め方,職場環境等の評価および改善の方法,
ichi-1033,一度大きな改善を行えば、その後の継続的な取り組みは不要である。,×,職場環境改善は「一度やれば終わり」ではなく継続的なサイクルが重要。職場・組織は常に変化するため、定期的な評価と改善の繰り返しが必要。管理監督者・労働者が主体的に参加することが鍵。,,,,,職場環境・配慮,第3章 / 改善策の効果を評価する,職場環境等の評価および改善の方法,
ichi-1034,PDCAサイクルを繰り返し、評価結果を次の計画に反映させながら継続的に改善し続けることが重要である。,○,職場環境改善は「一度やれば終わり」ではなく継続的なサイクルが重要。職場・組織は常に変化するため、定期的な評価と改善の繰り返しが必要。管理監督者・労働者が主体的に参加することが鍵。,,,,,職場環境・配慮,第3章 / 改善策の効果を評価する,職場環境等の評価および改善の方法,
ichi-1035,改善策は毎年全て入れ替えることで新鮮さを保つ。,×,職場環境改善は「一度やれば終わり」ではなく継続的なサイクルが重要。職場・組織は常に変化するため、定期的な評価と改善の繰り返しが必要。管理監督者・労働者が主体的に参加することが鍵。,,,,,職場環境・配慮,第3章 / 改善策の効果を評価する,職場環境等の評価および改善の方法,
ichi-1036,改善の評価は外部専門家のみが行えるものである。,×,職場環境改善は「一度やれば終わり」ではなく継続的なサイクルが重要。職場・組織は常に変化するため、定期的な評価と改善の繰り返しが必要。管理監督者・労働者が主体的に参加することが鍵。,,,,,職場環境・配慮,第3章 / 改善策の効果を評価する,職場環境等の評価および改善の方法,
ichi-1037,「最近うつ病になってない？病院に行った方がいい」と直接伝える。,×,最初の声かけは「いつもと違う様子に気づいた」という観察事実をもとに、診断的にならず自然に声をかけることが基本。プライバシーに配慮した場所で、相手が話しやすい雰囲気をつくる。,,,,,職場環境・配慮,第4章 / 部下のストレスサインを見逃さない,個々の労働者への配慮,
ichi-1038,「最近少し元気がないように見えるけど、何かあった？」と自然に声をかける。,○,最初の声かけは「いつもと違う様子に気づいた」という観察事実をもとに、診断的にならず自然に声をかけることが基本。プライバシーに配慮した場所で、相手が話しやすい雰囲気をつくる。,,,,,職場環境・配慮,第4章 / 部下のストレスサインを見逃さない,個々の労働者への配慮,
ichi-1039,気づいても本人から相談があるまで何もしない。,×,最初の声かけは「いつもと違う様子に気づいた」という観察事実をもとに、診断的にならず自然に声をかけることが基本。プライバシーに配慮した場所で、相手が話しやすい雰囲気をつくる。,,,,,職場環境・配慮,第4章 / 部下のストレスサインを見逃さない,個々の労働者への配慮,
ichi-1040,同僚を通じて間接的に状況を探る。,×,最初の声かけは「いつもと違う様子に気づいた」という観察事実をもとに、診断的にならず自然に声をかけることが基本。プライバシーに配慮した場所で、相手が話しやすい雰囲気をつくる。,,,,,職場環境・配慮,第4章 / 部下のストレスサインを見逃さない,個々の労働者への配慮,
ichi-1041,上司からの過度な叱責・批判が続いている。,○,良好な人間関係・同僚からの協力はストレスを緩和する保護要因。過度な叱責・無視・孤立・顧客からのハラスメントはストレス要因。良い人間関係づくりも管理監督者の重要な役割。,,,,,職場環境・配慮,第4章 / 注意すべきストレス要因とその予防,個々の労働者への配慮,
ichi-1042,同僚との良好な協力関係のもとで業務が進んでいる。,×,良好な人間関係・同僚からの協力はストレスを緩和する保護要因。過度な叱責・無視・孤立・顧客からのハラスメントはストレス要因。良い人間関係づくりも管理監督者の重要な役割。,,,,,職場環境・配慮,第4章 / 注意すべきストレス要因とその予防,個々の労働者への配慮,
ichi-1043,同僚から無視・孤立させられている。,○,良好な人間関係・同僚からの協力はストレスを緩和する保護要因。過度な叱責・無視・孤立・顧客からのハラスメントはストレス要因。良い人間関係づくりも管理監督者の重要な役割。,,,,,職場環境・配慮,第4章 / 注意すべきストレス要因とその予防,個々の労働者への配慮,
ichi-1044,顧客からの理不尽なクレームが頻繁に発生している。,○,良好な人間関係・同僚からの協力はストレスを緩和する保護要因。過度な叱責・無視・孤立・顧客からのハラスメントはストレス要因。良い人間関係づくりも管理監督者の重要な役割。,,,,,職場環境・配慮,第4章 / 注意すべきストレス要因とその予防,個々の労働者への配慮,
ichi-1045,「リラクセーション法」として職場でも活用できるものとして、「過度な飲酒・喫煙・過食」という記述は正しい。,×,リラクセーション法：自律訓練法・漸進的筋弛緩法・呼吸法（腹式呼吸）・マインドフルネス・ヨガ等。飲酒・喫煙・過食は回避コーピングであり健康的なリラクセーションとは異なる。,,,,,職場環境・配慮,第4章 / ストレスへの対処方法,個々の労働者への配慮,
ichi-1046,「リラクセーション法」として職場でも活用できるものとして、「自律訓練法・漸進的筋弛緩法・呼吸法・マインドフルネス」という記述は正しい。,○,リラクセーション法：自律訓練法・漸進的筋弛緩法・呼吸法（腹式呼吸）・マインドフルネス・ヨガ等。飲酒・喫煙・過食は回避コーピングであり健康的なリラクセーションとは異なる。,,,,,職場環境・配慮,第4章 / ストレスへの対処方法,個々の労働者への配慮,
ichi-1047,「リラクセーション法」として職場でも活用できるものとして、「長時間のゲーム・SNSへの没頭」という記述は正しい。,×,リラクセーション法：自律訓練法・漸進的筋弛緩法・呼吸法（腹式呼吸）・マインドフルネス・ヨガ等。飲酒・喫煙・過食は回避コーピングであり健康的なリラクセーションとは異なる。,,,,,職場環境・配慮,第4章 / ストレスへの対処方法,個々の労働者への配慮,
ichi-1048,「リラクセーション法」として職場でも活用できるものとして、「強度の高い運動のみ」という記述は正しい。,×,リラクセーション法：自律訓練法・漸進的筋弛緩法・呼吸法（腹式呼吸）・マインドフルネス・ヨガ等。飲酒・喫煙・過食は回避コーピングであり健康的なリラクセーションとは異なる。,,,,,職場環境・配慮,第4章 / ストレスへの対処方法,個々の労働者への配慮,
ichi-1049,特別条項を結べば時間外労働に上限はなく、どれだけでも残業させることができる。,×,2019年施行の改正労基法により特別条項にも上限規制。年720時間・単月100時間未満・複数月平均80時間以内・月45時間超は年6回まで。上限違反は罰則対象（罰金・懲役）。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-1050,特別条項を適用しても、年720時間・月100時間未満・2〜6か月平均80時間以内の上限がある。,○,2019年施行の改正労基法により特別条項にも上限規制。年720時間・単月100時間未満・複数月平均80時間以内・月45時間超は年6回まで。上限違反は罰則対象（罰金・懲役）。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-1051,管理監督者であっても、過重労働による健康障害防止の観点から健康確保への配慮が必要である。,○,2019年施行の改正労基法により特別条項にも上限規制。年720時間・単月100時間未満・複数月平均80時間以内・月45時間超は年6回まで。上限違反は罰則対象（罰金・懲役）。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-1052,特別条項の適用は月1回まで認められている。,×,2019年施行の改正労基法により特別条項にも上限規制。年720時間・単月100時間未満・複数月平均80時間以内・月45時間超は年6回まで。上限違反は罰則対象（罰金・懲役）。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-1053,評価的サポートとは、業務マニュアルや参考資料を提供することである。,×,評価的サポート＝業務遂行に対する適切なフィードバック・承認・評価。「よくできた」「この点を改善しよう」等の具体的フィードバックが該当。情報（アドバイス）・道具（手助け）・情緒（共感）と区別する。,,,,,職場環境・配慮,第4章 / 職場でできるサポート,個々の労働者への配慮,
ichi-1054,部下の業務成果を認め「よくできた」とフィードバックする。,○,評価的サポート＝業務遂行に対する適切なフィードバック・承認・評価。「よくできた」「この点を改善しよう」等の具体的フィードバックが該当。情報（アドバイス）・道具（手助け）・情緒（共感）と区別する。,,,,,職場環境・配慮,第4章 / 職場でできるサポート,個々の労働者への配慮,
ichi-1055,評価的サポートとは、業務の一部を代わりに行うことである。,×,評価的サポート＝業務遂行に対する適切なフィードバック・承認・評価。「よくできた」「この点を改善しよう」等の具体的フィードバックが該当。情報（アドバイス）・道具（手助け）・情緒（共感）と区別する。,,,,,職場環境・配慮,第4章 / 職場でできるサポート,個々の労働者への配慮,
ichi-1056,評価的サポートとは、悩みを聴いて共感することである。,×,評価的サポート＝業務遂行に対する適切なフィードバック・承認・評価。「よくできた」「この点を改善しよう」等の具体的フィードバックが該当。情報（アドバイス）・道具（手助け）・情緒（共感）と区別する。,,,,,職場環境・配慮,第4章 / 職場でできるサポート,個々の労働者への配慮,
ichi-1057,健康情報は通常の個人情報と同様に扱えばよく、特別な保護は不要である。,×,要配慮個人情報（個人情報保護法）：人種・信条・病歴・障害・犯罪歴等。健康情報は原則として本人同意のもとで取得し、目的外利用・第三者提供は厳しく制限される。,,,,,職場環境・配慮,第4章 / 個人情報・プライバシーへの配慮,個々の労働者への配慮,
ichi-1058,病歴・健康診断結果・ストレスチェック結果等の健康情報は要配慮個人情報に該当し、取得・利用・提供に特別な配慮が必要である。,○,要配慮個人情報（個人情報保護法）：人種・信条・病歴・障害・犯罪歴等。健康情報は原則として本人同意のもとで取得し、目的外利用・第三者提供は厳しく制限される。,,,,,職場環境・配慮,第4章 / 個人情報・プライバシーへの配慮,個々の労働者への配慮,
ichi-1059,要配慮個人情報は事業者が自由に取得・利用できる。,×,要配慮個人情報（個人情報保護法）：人種・信条・病歴・障害・犯罪歴等。健康情報は原則として本人同意のもとで取得し、目的外利用・第三者提供は厳しく制限される。,,,,,職場環境・配慮,第4章 / 個人情報・プライバシーへの配慮,個々の労働者への配慮,
ichi-1060,要配慮個人情報の概念は医療機関にのみ適用される。,×,要配慮個人情報（個人情報保護法）：人種・信条・病歴・障害・犯罪歴等。健康情報は原則として本人同意のもとで取得し、目的外利用・第三者提供は厳しく制限される。,,,,,職場環境・配慮,第4章 / 個人情報・プライバシーへの配慮,個々の労働者への配慮,
ichi-1061,管理監督者が専門家に相談することは、マネジメント能力の欠如を示すものである。,×,管理監督者も一労働者。自身の健康・ストレスについて産業医・保健師に相談することは推奨される行動。相談内容は守秘義務が適用される。相談できる管理監督者の姿勢が職場文化を変える。,,,,,職場環境・配慮,第4章 / 管理監督者自身のセルフケア,個々の労働者への配慮,
ichi-1062,管理監督者も労働者のひとりとして、自身の健康について専門家に相談することは適切で重要なことである。,○,管理監督者も一労働者。自身の健康・ストレスについて産業医・保健師に相談することは推奨される行動。相談内容は守秘義務が適用される。相談できる管理監督者の姿勢が職場文化を変える。,,,,,職場環境・配慮,第4章 / 管理監督者自身のセルフケア,個々の労働者への配慮,
ichi-1063,管理監督者の相談内容は人事部門に自動的に報告される。,×,管理監督者も一労働者。自身の健康・ストレスについて産業医・保健師に相談することは推奨される行動。相談内容は守秘義務が適用される。相談できる管理監督者の姿勢が職場文化を変える。,,,,,職場環境・配慮,第4章 / 管理監督者自身のセルフケア,個々の労働者への配慮,
ichi-1064,管理監督者は部下の指導者であるため、相談するより指導する立場を維持すべきである。,×,管理監督者も一労働者。自身の健康・ストレスについて産業医・保健師に相談することは推奨される行動。相談内容は守秘義務が適用される。相談できる管理監督者の姿勢が職場文化を変える。,,,,,職場環境・配慮,第4章 / 管理監督者自身のセルフケア,個々の労働者への配慮,
ichi-1065,ジョハリの窓は、自分と他者の認識の違いを4つの領域で示したモデルである。,○,ジョハリの窓：開放・盲点・秘密・未知の4領域で自己開示と他者フィードバックの関係を示す。開放領域を広げることでコミュニケーションが円滑になる。相談・フィードバックの重要性を示唆。,,,,,相談・連携・復職,第5章 / 相談を受ける際の基本姿勢,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1066,ジョハリの窓は、職場の物理的環境を4象限で評価するツールである。,×,ジョハリの窓：開放・盲点・秘密・未知の4領域で自己開示と他者フィードバックの関係を示す。開放領域を広げることでコミュニケーションが円滑になる。相談・フィードバックの重要性を示唆。,,,,,相談・連携・復職,第5章 / 相談を受ける際の基本姿勢,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1067,ジョハリの窓は、ストレスの強度を数値化するモデルである。,×,ジョハリの窓：開放・盲点・秘密・未知の4領域で自己開示と他者フィードバックの関係を示す。開放領域を広げることでコミュニケーションが円滑になる。相談・フィードバックの重要性を示唆。,,,,,相談・連携・復職,第5章 / 相談を受ける際の基本姿勢,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1068,ジョハリの窓は、業務効率を改善するためのフレームワークである。,×,ジョハリの窓：開放・盲点・秘密・未知の4領域で自己開示と他者フィードバックの関係を示す。開放領域を広げることでコミュニケーションが円滑になる。相談・フィードバックの重要性を示唆。,,,,,相談・連携・復職,第5章 / 相談を受ける際の基本姿勢,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1069,一つのサインでも見つかれば、すぐにメンタルヘルス不調と判断できる。,×,単一のサインより複数サインの重なりの方が不調の可能性が高い。「最近ミスが増えた、表情が暗い、遅刻が増えた」など複数変化の組み合わせが声かけ・対応のタイミングの判断材料となる。,,,,,相談・連携・復職,第5章 / 不調の早期発見と見えにくさへの理解,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1070,遅刻・ミス増加・表情の変化など複数のサインが重なる場合は、特に注意が必要なシグナルである。,○,単一のサインより複数サインの重なりの方が不調の可能性が高い。「最近ミスが増えた、表情が暗い、遅刻が増えた」など複数変化の組み合わせが声かけ・対応のタイミングの判断材料となる。,,,,,相談・連携・復職,第5章 / 不調の早期発見と見えにくさへの理解,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1071,サインは医師のみが判断できるものであり、管理監督者が判断することは禁止されている。,×,単一のサインより複数サインの重なりの方が不調の可能性が高い。「最近ミスが増えた、表情が暗い、遅刻が増えた」など複数変化の組み合わせが声かけ・対応のタイミングの判断材料となる。,,,,,相談・連携・復職,第5章 / 不調の早期発見と見えにくさへの理解,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1072,1か月以上継続しなければサインとは言えない。,×,単一のサインより複数サインの重なりの方が不調の可能性が高い。「最近ミスが増えた、表情が暗い、遅刻が増えた」など複数変化の組み合わせが声かけ・対応のタイミングの判断材料となる。,,,,,相談・連携・復職,第5章 / 不調の早期発見と見えにくさへの理解,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1073,管理監督者は十分に話を聴けば、どんな問題も解決できる。,×,管理監督者の傾聴の役割は「聴いてつなぐ」こと。医療的治療・専門的カウンセリングは専門家の領域。限界を認識して適切に専門家につなぐことが、かえって部下への最善の支援となる。,,,,,相談・連携・復職,第5章 / なぜ管理監督者が話を聴くのか,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1074,管理監督者の傾聴には限界があり、専門的な治療・支援が必要な場合は速やかに専門家につなぐことが重要である。,○,管理監督者の傾聴の役割は「聴いてつなぐ」こと。医療的治療・専門的カウンセリングは専門家の領域。限界を認識して適切に専門家につなぐことが、かえって部下への最善の支援となる。,,,,,相談・連携・復職,第5章 / なぜ管理監督者が話を聴くのか,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1075,限界を認識したら、その時点で部下との関わりを断つべきである。,×,管理監督者の傾聴の役割は「聴いてつなぐ」こと。医療的治療・専門的カウンセリングは専門家の領域。限界を認識して適切に専門家につなぐことが、かえって部下への最善の支援となる。,,,,,相談・連携・復職,第5章 / なぜ管理監督者が話を聴くのか,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1076,管理監督者が限界を感じたら、問題を人事部門に丸投げすればよい。,×,管理監督者の傾聴の役割は「聴いてつなぐ」こと。医療的治療・専門的カウンセリングは専門家の領域。限界を認識して適切に専門家につなぐことが、かえって部下への最善の支援となる。,,,,,相談・連携・復職,第5章 / なぜ管理監督者が話を聴くのか,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1077,他の社員が見聞きできるオープンスペースで行うことで、透明性を確保する。,×,相談面談の環境設定：個室・静かな場所・プライバシー確保・遮断された空間。オープンスペースでは話しにくく、立ち話は相手を不安にさせる。安心して話せる環境づくりが傾聴の前提条件。,,,,,相談・連携・復職,第5章 / 不調が疑われる部下への傾聴の仕方,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1078,プライバシーが確保された個室や、他者に見られない静かな場所で行う。,○,相談面談の環境設定：個室・静かな場所・プライバシー確保・遮断された空間。オープンスペースでは話しにくく、立ち話は相手を不安にさせる。安心して話せる環境づくりが傾聴の前提条件。,,,,,相談・連携・復職,第5章 / 不調が疑われる部下への傾聴の仕方,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1079,相談は業務中に立ち話で短時間に済ませる。,×,相談面談の環境設定：個室・静かな場所・プライバシー確保・遮断された空間。オープンスペースでは話しにくく、立ち話は相手を不安にさせる。安心して話せる環境づくりが傾聴の前提条件。,,,,,相談・連携・復職,第5章 / 不調が疑われる部下への傾聴の仕方,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1080,場所は本人に選ばせず、管理監督者が一方的に決定する。,×,相談面談の環境設定：個室・静かな場所・プライバシー確保・遮断された空間。オープンスペースでは話しにくく、立ち話は相手を不安にさせる。安心して話せる環境づくりが傾聴の前提条件。,,,,,相談・連携・復職,第5章 / 不調が疑われる部下への傾聴の仕方,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1081,本人の自殺念慮の原因を徹底的に分析し、根本的な解決策を提示する。,×,危機介入の優先順位：①安全確保（一人にしない）②専門家への速やかな連絡③本人への安心感の提供。原因分析・根本解決は後回し。「大丈夫」という言葉を額面通りに受け取らない。,,,,,相談・連携・復職,第5章 / 危機対応,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-1082,本人の安全確保（一人にしない・安全な場所への移動）を最優先し、速やかに産業医・専門家・救急に連絡する。,○,危機介入の優先順位：①安全確保（一人にしない）②専門家への速やかな連絡③本人への安心感の提供。原因分析・根本解決は後回し。「大丈夫」という言葉を額面通りに受け取らない。,,,,,相談・連携・復職,第5章 / 危機対応,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
